information	NN	14	OBJ
earned	VBD	35	VMOD
the	DT	25	NMOD
service	NN	23	OBJ
a	DT	29	NMOD
somewhat	RB	28	AMOD
sleazy	JJ	29	NMOD
image	NN	23	OBJ
,	,	35	P
but	CC	35	VMOD
new	JJ	34	NMOD
legal	JJ	34	NMOD
restrictions	NNS	35	SUB
are	VBP	0	ROOT
aimed	VBN	35	VC
at	IN	36	VMOD
trimming	VBG	37	PMOD
excesses	NNS	38	OBJ

The	DT	2	NMOD
cost	NN	7	SUB
of	IN	2	NMOD
a	DT	6	NMOD
900	CD	6	NMOD
call	NN	3	PMOD
is	VBZ	0	ROOT
set	VBN	7	VC
by	IN	8	VMOD
the	DT	11	NMOD
originator	NN	9	PMOD
--	:	16	P
ABC	NNP	14	NMOD
Sports	NNPS	16	DEP
,	,	16	P
for	IN	11	NMOD
example	NN	16	PMOD
--	:	16	P
with	IN	8	VMOD
the	DT	21	NMOD
cheapest	JJS	19	PMOD
starting	NN	21	NMOD
at	IN	22	VMOD
75	CD	25	NMOD
cents	NNS	23	PMOD

Billing	NN	2	SUB
is	VBZ	0	ROOT
included	VBN	2	VC
in	IN	3	VMOD
a	DT	7	NMOD
caller	NN	7	NMOD
's	POS	10	NMOD
regular	JJ	10	NMOD
phone	NN	10	NMOD
bill	NN	4	PMOD

From	IN	13	VMOD
the	DT	3	NMOD
fee	NN	1	PMOD
,	,	13	P
the	DT	8	NMOD
local	JJ	8	NMOD
phone	NN	8	NMOD
company	NN	12	NMOD
and	CC	12	NMOD
the	DT	12	NMOD
long-distance	NN	12	NMOD
carrier	NN	13	SUB
extract	VB	0	ROOT
their	PRP$	15	NMOD
costs	NNS	13	OBJ
to	TO	17	VMOD
carry	VB	15	NMOD
the	DT	19	NMOD
call	NN	17	OBJ
,	,	13	P
passing	VBG	13	VMOD
the	DT	23	NMOD
rest	NN	21	OBJ
of	IN	23	NMOD
the	DT	26	NMOD
money	NN	24	PMOD
to	TO	21	VMOD
the	DT	29	NMOD
originator	NN	27	PMOD
,	,	29	P
which	WDT	29	NMOD
must	MD	31	SBAR
cover	VB	32	VC
advertising	NN	37	NMOD
and	CC	37	NMOD
other	JJ	37	NMOD
costs	NNS	33	OBJ

In	IN	7	VMOD
recent	JJ	3	NMOD
months	NNS	1	PMOD
,	,	7	P
the	DT	6	NMOD
technology	NN	7	SUB
has	VBZ	0	ROOT
become	VBN	7	VC
more	RBR	10	AMOD
flexible	JJ	12	AMOD
and	CC	12	AMOD
able	JJ	8	PRD
to	TO	14	VMOD
handle	VB	12	AMOD
much	RB	16	AMOD
more	JJR	17	NMOD
volume	NN	14	OBJ

Before	IN	16	VMOD
,	,	16	P
callers	NNS	7	SUB
of	IN	3	NMOD
900	CD	6	NMOD
numbers	NNS	4	PMOD
would	MD	16	VMOD
just	RB	9	VMOD
listen	VB	7	VC
and	CC	9	VMOD
not	RB	12	VMOD
talk	VB	9	VMOD
,	,	16	P
or	CC	16	VMOD
they	PRP	16	SUB
'd	MD	0	ROOT
vote	VB	16	VC
yes	UH	20	DEP
or	CC	20	DEP
no	UH	17	VMOD
by	IN	17	VMOD
calling	VBG	21	PMOD
one	CD	22	OBJ
of	IN	23	NMOD
two	CD	26	NMOD
numbers	NNS	24	PMOD

(	-LRB-	7	P
People	NNS	7	SUB
in	IN	2	NMOD
the	DT	6	NMOD
phone	NN	6	NMOD
business	NN	3	PMOD
call	VBP	0	ROOT
this	DT	9	NMOD
technology	NN	11	SUB
900	CD	11	NMOD
click	NN	7	VMOD
)	-RRB-	7	P

Now	RB	20	VMOD
,	,	20	P
callers	NNS	4	SUB
are	VBP	20	VMOD
led	VBN	4	VC
through	IN	5	VMOD
complex	JJ	8	NMOD
menus	NNS	6	PMOD
of	IN	8	NMOD
choices	NNS	9	PMOD
to	TO	12	VMOD
retrieve	VB	5	VMOD
information	NN	12	OBJ
they	PRP	15	SUB
want	VBP	13	NMOD
,	,	20	P
and	CC	20	VMOD
the	DT	19	NMOD
hardware	NN	20	SUB
can	MD	0	ROOT
process	VB	20	VC
10,000	CD	23	NMOD
calls	NNS	21	OBJ
in	IN	21	VMOD
90	CD	26	NMOD
seconds	NNS	24	PMOD

Up	IN	7	VMOD
to	TO	1	PMOD
now	RB	2	PMOD
,	,	7	P
900	CD	6	NMOD
numbers	NNS	7	SUB
have	VBP	0	ROOT
mainly	RB	7	VMOD
been	VBN	7	VC
used	VBN	9	VC
on	IN	10	VMOD
local	JJ	14	NMOD
TV	NN	14	NMOD
stations	NNS	17	NMOD
and	CC	17	NMOD
cable	NN	17	NMOD
channels	NNS	11	PMOD

MTV	NNP	2	SUB
used	VBD	0	ROOT
one	NN	2	OBJ
to	TO	5	VMOD
give	VB	2	VMOD
away	RP	5	VMOD
the	DT	8	NMOD
house	NN	5	OBJ
that	DT	8	NMOD
rock	NN	14	NMOD
star	NN	14	NMOD
Jon	NNP	14	NMOD
Bon	NNP	14	NMOD
Jovi	NNP	15	SUB
grew	VBD	9	SBAR
up	RP	15	VMOD
in	RB	15	VMOD

For	IN	12	VMOD
several	JJ	3	NMOD
years	NNS	1	PMOD
,	,	12	P
Turner	NNP	8	NMOD
Broadcasting	NNP	8	NMOD
System	NNP	8	NMOD
's	POS	11	NMOD
Cable	NNP	11	NMOD
News	NNP	11	NMOD
Network	NNP	12	SUB
has	VBZ	38	VMOD
invited	VBN	12	VC
viewers	NNS	16	SUB
to	TO	16	VMOD
respond	VB	13	VMOD
nightly	RB	16	VMOD
to	TO	16	VMOD
topical	JJ	20	NMOD
issues	NNS	18	PMOD
(	-LRB-	26	P
Should	NNP	26	VMOD
the	DT	25	NMOD
U.S.	NNP	25	NMOD
military	NN	26	SUB
intervene	VB	20	NMOD
in	IN	26	VMOD
Panama	NNP	27	PMOD
)	-RRB-	26	P
,	,	38	P
but	CC	38	VMOD
even	RB	35	NMOD
the	DT	35	NMOD
hottest	JJS	35	NMOD
controversies	NNS	38	SUB
on	IN	35	NMOD
CNN	NNP	36	PMOD
log	VBP	0	ROOT
only	RB	40	AMOD
about	IN	42	NMOD
10,000	CD	40	AMOD
calls	NNS	38	OBJ

The	DT	3	NMOD
newest	JJS	3	NMOD
uses	NNS	8	SUB
of	IN	3	NMOD
the	DT	7	NMOD
900-interactive	JJ	7	NMOD
technology	NN	4	PMOD
demonstrate	VBP	0	ROOT
the	DT	11	NMOD
growing	VBG	11	NMOD
variety	NN	8	OBJ
of	IN	11	NMOD
applications	NNS	12	PMOD

Capital	NNP	3	NMOD
Cities\/ABC	NNP	3	NMOD
Inc.	NNP	15	NMOD
,	,	15	P
CBS	NNP	6	NMOD
Inc.	NNP	15	NMOD
and	CC	15	NMOD
General	NNP	11	NMOD
Electric	NNP	11	NMOD
Co.	NNP	11	NMOD
's	POS	15	NMOD
National	NNP	15	NMOD
Broadcasting	NNP	15	NMOD
Co.	NNP	15	NMOD
unit	NN	16	SUB
are	VBP	0	ROOT
expected	VBN	16	VC
to	TO	19	VMOD
announce	VB	17	VMOD
soon	RB	19	VMOD
a	DT	23	NMOD
joint	JJ	23	NMOD
campaign	NN	19	OBJ
to	TO	25	VMOD
raise	VB	23	NMOD
awareness	NN	25	OBJ
about	IN	26	NMOD
hunger	NN	27	PMOD

The	DT	2	NMOD
subject	NN	3	SUB
will	MD	15	VMOD
be	VB	3	VC
written	VBN	4	VC
into	IN	5	VMOD
the	DT	8	NMOD
plots	NNS	6	PMOD
of	IN	8	NMOD
prime-time	JJ	11	NMOD
shows	NNS	9	PMOD
,	,	15	P
and	CC	15	VMOD
viewers	NNS	15	SUB
will	MD	0	ROOT
be	VB	15	VC
given	VBN	16	VC
a	DT	20	NMOD
900	CD	20	NMOD
number	NN	17	OBJ
to	TO	22	VMOD
call	VB	20	NMOD

Callers	NNS	2	SUB
will	MD	14	VMOD
be	VB	2	VC
sent	VBN	3	VC
educational	JJ	6	NMOD
booklets	NNS	4	OBJ
,	,	14	P
and	CC	14	VMOD
the	DT	11	NMOD
call	NN	11	NMOD
's	POS	13	NMOD
modest	JJ	13	NMOD
cost	NN	14	SUB
will	MD	0	ROOT
be	VB	14	VC
an	DT	18	NMOD
immediate	JJ	18	NMOD
method	NN	15	PRD
of	IN	18	NMOD
raising	VBG	19	PMOD
money	NN	20	OBJ

Other	JJ	3	NMOD
network	NN	3	NMOD
applications	NNS	4	SUB
have	VBP	0	ROOT
very	RB	6	AMOD
different	JJ	7	NMOD
goals	NNS	4	OBJ

ABC	NNP	2	NMOD
Sports	NNPS	3	SUB
was	VBD	0	ROOT
looking	VBG	3	VC
for	IN	4	VMOD
ways	NNS	5	PMOD
to	TO	8	VMOD
lift	VB	6	NMOD
deflated	VBN	11	NMOD
halftime	NN	11	NMOD
ratings	NNS	8	OBJ
for	IN	11	NMOD
Monday	NNP	15	NMOD
Night	NNP	15	NMOD
Football	NNP	12	PMOD

Kurt	NNP	2	NMOD
Sanger	NNP	8	NMOD
,	,	8	P
ABC	NNP	6	NMOD
Sports	NNP	6	NMOD
's	POS	8	NMOD
marketing	NN	8	NMOD
director	NN	10	SUB
,	,	8	P
says	VBZ	0	ROOT
that	IN	10	VMOD
now	RB	18	VMOD
tens	NNS	14	AMOD
of	IN	18	SUB
thousands	NNS	14	AMOD
of	IN	14	NMOD
fans	NNS	16	PMOD
call	VBP	11	SBAR
its	PRP$	21	NMOD
900	CD	21	NMOD
number	NN	18	OBJ
each	DT	23	NMOD
week	NN	18	VMOD
to	TO	25	VMOD
vote	VB	18	VMOD
for	IN	25	VMOD
the	DT	33	NMOD
best	JJS	33	NMOD
punt	NN	30	NMOD
return	NN	33	NMOD
,	,	33	P
quarterback	NN	33	NMOD
sack	NN	26	PMOD
,	,	33	P
etc	FW	33	NMOD

Profit	NN	5	SUB
from	IN	1	NMOD
the	DT	4	NMOD
calls	NNS	2	PMOD
goes	VBZ	13	VMOD
to	TO	5	VMOD
charity	NN	6	PMOD
,	,	13	P
but	CC	13	VMOD
ABC	NNP	11	NMOD
Sports	NNPS	13	SUB
also	RB	13	VMOD
uses	VBZ	42	VMOD
the	DT	15	NMOD
calls	NNS	13	OBJ
as	IN	13	VMOD
a	DT	19	NMOD
sales	NNS	19	NMOD
tool	NN	16	PMOD
:	:	42	P
After	IN	29	VMOD
thanking	VBG	21	PMOD
callers	NNS	22	OBJ
for	IN	22	VMOD
voting	NN	24	PMOD
,	,	29	P
Frank	NNP	28	NMOD
Gifford	NNP	29	SUB
offers	VBZ	42	VMOD
a	DT	32	NMOD
football	NN	32	NMOD
videotape	NN	29	OBJ
for	IN	29	VMOD
$	$	35	P
19.95	CD	33	PMOD
,	,	42	P
and	CC	42	VMOD
5	CD	39	NMOD
%	NN	42	SUB
of	IN	39	NMOD
callers	NNS	40	PMOD
stay	VBP	0	ROOT
on	IN	42	VMOD
the	DT	45	NMOD
line	NN	43	PMOD
to	TO	47	VMOD
order	VB	42	VMOD
it	PRP	47	OBJ

Jackets	NNS	2	SUB
may	MD	0	ROOT
be	VB	2	VC
sold	VBN	3	VC
next	RB	4	VMOD

Meanwhile	RB	6	VMOD
,	,	6	P
NBC	NNP	4	NMOD
Sports	NNPS	6	SUB
recently	RB	6	VMOD
began	VBD	0	ROOT
Scores	NNPS	8	NMOD
Plus	NNP	15	NMOD
,	,	15	P
a	DT	15	NMOD
year-round	JJ	15	NMOD
,	,	15	P
24-hour	JJ	15	NMOD
900	CD	15	NMOD
line	NN	6	OBJ
providing	VBG	15	NMOD
a	DT	19	NMOD
complex	JJ	19	NMOD
array	NN	16	OBJ
of	IN	19	NMOD
scores	NNS	26	NMOD
,	,	26	P
analysis	NN	26	NMOD
and	CC	26	NMOD
fan	NN	26	NMOD
news	NN	20	PMOD

A	DT	2	NMOD
spokesman	NN	3	SUB
said	VBD	0	ROOT
its	PRP$	5	NMOD
purpose	NN	6	SUB
is	VBZ	3	VMOD
to	TO	8	VMOD
bolster	VB	6	PRD
the	DT	10	NMOD
impression	NN	8	OBJ
that	IN	10	NMOD
NBC	NNP	13	NMOD
Sports	NNP	14	SUB
is	VBZ	11	SBAR
always	RB	14	VMOD
there	RB	14	VMOD
for	IN	16	AMOD
people	NNS	17	PMOD

NBC	NNP	2	NMOD
's	POS	5	NMOD
On-Line	JJ	5	NMOD
consumer	NN	5	NMOD
minutes	NNS	6	SUB
have	VBP	0	ROOT
increased	VBN	6	VC
advertiser	NN	9	NMOD
spending	NN	7	OBJ
during	IN	7	VMOD
the	DT	12	NMOD
day	NN	18	NMOD
,	,	18	P
the	DT	16	NMOD
network	NN	16	NMOD
's	POS	18	NMOD
weakest	JJS	18	NMOD
period	NN	10	PMOD

Each	DT	2	NMOD
weekday	NN	3	SUB
matches	VBZ	18	VMOD
a	DT	5	NMOD
sponsor	NN	8	NMOD
and	CC	8	NMOD
a	DT	8	NMOD
topic	NN	3	OBJ
:	:	18	P
On	IN	18	VMOD
Mondays	NNPS	10	PMOD
,	,	18	P
Unilever	NNP	15	NMOD
N.V.	NNP	15	NMOD
's	POS	17	NMOD
Lever	NNP	17	NMOD
Bros.	NNPS	18	SUB
sponsors	VBZ	0	ROOT
tips	NNS	18	OBJ
on	IN	19	NMOD
diet	NN	23	NMOD
and	CC	23	NMOD
exercise	NN	20	PMOD
,	,	19	P
followed	VBN	19	NMOD
by	IN	25	VMOD
a	DT	31	NMOD
30-second	JJ	31	NMOD
Lever	NNP	31	NMOD
Bros.	NNPS	31	NMOD
commercial	NN	26	PMOD

Viewers	NNS	2	SUB
can	MD	0	ROOT
call	VB	2	VC
a	DT	6	NMOD
900	CD	6	NMOD
number	NN	3	OBJ
for	IN	3	VMOD
additional	JJ	9	NMOD
advice	NN	7	PMOD
,	,	9	P
which	WDT	9	NMOD
will	MD	11	SBAR
be	VB	12	VC
tailored	VBN	13	VC
to	TO	14	VMOD
their	PRP$	17	NMOD
needs	NNS	15	PMOD
based	VBN	14	VMOD
on	IN	18	PMOD
the	DT	21	NMOD
numbers	NNS	19	PMOD
they	PRP	23	SUB
punch	VBP	21	NMOD
(	-LRB-	25	P
Press	VB	2	VMOD
one	CD	25	OBJ
if	IN	25	VMOD
you	PRP	29	SUB
're	VBP	27	SBAR
pregnant	JJ	29	PRD
,	,	25	P
etc	FW	25	VMOD
)	-RRB-	25	P

If	IN	29	VMOD
the	DT	3	NMOD
caller	NN	4	SUB
stays	VBZ	1	SBAR
on	IN	4	VMOD
the	DT	7	NMOD
line	NN	5	PMOD
and	CC	4	VMOD
leaves	VBZ	4	VMOD
a	DT	13	NMOD
name	NN	13	NMOD
and	CC	13	NMOD
address	NN	9	OBJ
for	IN	9	VMOD
the	DT	16	NMOD
sponsor	NN	14	PMOD
,	,	29	P
coupons	NNS	21	NMOD
and	CC	21	NMOD
a	DT	21	NMOD
newsletter	NN	22	SUB
will	MD	29	VMOD
be	VB	22	VC
mailed	VBN	23	VC
,	,	29	P
and	CC	29	VMOD
the	DT	28	NMOD
sponsor	NN	29	SUB
will	MD	0	ROOT
be	VB	29	VC
able	JJ	30	PRD
to	TO	33	VMOD
gather	VB	31	AMOD
a	DT	35	NMOD
list	NN	33	OBJ
of	IN	35	NMOD
desirable	JJ	39	NMOD
potential	JJ	39	NMOD
customers	NNS	36	PMOD

Diane	NNP	2	NMOD
Seaman	NNP	7	NMOD
,	,	7	P
an	DT	7	NMOD
NBC-TV	NNP	7	NMOD
vice	NN	7	NMOD
president	NN	9	SUB
,	,	7	P
says	VBZ	0	ROOT
NBC	NNP	11	SUB
has	VBZ	9	VMOD
been	VBN	11	VC
able	JJ	12	PRD
to	TO	15	VMOD
charge	VB	13	AMOD
premium	JJ	17	NMOD
rates	NNS	15	OBJ
for	IN	15	VMOD
this	DT	21	NMOD
ad	NN	21	NMOD
time	NN	18	PMOD

She	PRP	2	SUB
would	MD	12	VMOD
n't	RB	2	VMOD
say	VB	2	VC
what	WP	4	VMOD
the	DT	7	NMOD
premium	NN	8	SUB
is	VBZ	5	SBAR
,	,	12	P
but	CC	12	VMOD
it	PRP	12	SUB
's	VBZ	0	ROOT
believed	VBN	12	VC
to	TO	15	VMOD
be	VB	13	VMOD
about	IN	18	NMOD
40	CD	16	AMOD
%	NN	15	PRD
above	IN	18	NMOD
regular	JJ	22	NMOD
daytime	JJ	22	NMOD
rates	NNS	19	PMOD

We	PRP	2	SUB
were	VBD	24	VMOD
able	JJ	2	PRD
to	TO	5	VMOD
get	VB	3	AMOD
advertisers	NNS	8	SUB
to	TO	8	VMOD
use	VB	5	VMOD
their	PRP$	11	NMOD
promotion	NN	11	NMOD
budget	NN	8	OBJ
for	IN	8	VMOD
this	DT	12	PMOD
,	,	8	P
because	IN	8	VMOD
they	PRP	17	SUB
get	VBP	15	SBAR
a	DT	19	NMOD
chance	NN	17	OBJ
to	TO	21	VMOD
do	VB	19	NMOD
couponing	NN	21	OBJ
,	,	24	P
says	VBZ	0	ROOT
Ms.	NNP	26	NMOD
Seaman	NNP	24	SUB

And	CC	3	VMOD
we	PRP	3	SUB
were	VBD	0	ROOT
able	JJ	3	PRD
to	TO	6	VMOD
attract	VB	4	AMOD
some	DT	9	NMOD
new	JJ	9	NMOD
advertisers	NNS	6	OBJ
because	IN	6	VMOD
this	DT	12	SUB
is	VBZ	10	SBAR
something	NN	12	PRD
new	JJ	13	NMOD

Mr.	NNP	2	NMOD
Parks	NNP	6	SUB
of	IN	2	NMOD
Call	NNP	5	NMOD
Interactive	NNP	3	PMOD
says	VBZ	0	ROOT
TV	NN	8	NMOD
executives	NNS	9	SUB
are	VBP	6	VMOD
considering	VBG	9	VC
the	DT	12	NMOD
use	NN	10	OBJ
of	IN	12	NMOD
900	CD	15	NMOD
numbers	NNS	13	PMOD
for	IN	12	NMOD
talk	NN	18	NMOD
shows	NNS	26	NMOD
,	,	26	P
game	NN	21	NMOD
shows	NNS	26	NMOD
,	,	26	P
news	NN	26	NMOD
and	CC	26	NMOD
opinion	NN	26	NMOD
surveys	NNS	16	PMOD

Experts	NNS	2	SUB
are	VBP	0	ROOT
predicting	VBG	2	VC
a	DT	6	NMOD
big	JJ	6	NMOD
influx	NN	3	OBJ
of	IN	6	NMOD
new	JJ	9	NMOD
shows	NNS	7	PMOD
in	IN	3	VMOD
1990	CD	10	PMOD
,	,	11	P
when	WRB	11	NMOD
a	DT	15	NMOD
service	NN	20	SUB
called	VBN	15	NMOD
automatic	JJ	19	NMOD
number	NN	19	NMOD
information	NN	16	VMOD
will	MD	13	SBAR
become	VB	20	VC
widely	RB	23	AMOD
available	JJ	21	PRD

This	DT	2	NMOD
service	NN	3	SUB
identifies	VBZ	12	VMOD
each	DT	6	NMOD
caller	NN	6	NMOD
's	POS	8	NMOD
phone	NN	8	NMOD
number	NN	3	OBJ
,	,	12	P
and	CC	12	VMOD
it	PRP	12	SUB
can	MD	0	ROOT
be	VB	12	VC
used	VBN	13	VC
to	TO	16	VMOD
generate	VB	14	VMOD
